evaspot_name,japanese_name,evaspot_kind_name,diskinds,evaspot_capacity,cities_name,cities_subdiv,cities_subarea_name,shelter_status_name,longitude,latitude,内水氾濫,土石流,地震,大規模な火事,崖崩れ・地滑り,津波,洪水,高潮
やすらぎ広場,やすらぎひろば,指定緊急避難場所,"[{'code': '6', 'name': '津波'}]",,福井市,福井市ﾃｸﾉﾎﾟｰﾄ,棗地区,常設,136.10263,36.151743,0,0,0,0,0,1,0,0
さわやか広場（北側）,さわやかひろば（きたがわ）,指定緊急避難場所,"[{'code': '6', 'name': '津波'}]",,福井市,福井市ﾃｸﾉﾎﾟｰﾄ,棗地区,常設,136.114675,36.163131,0,0,0,0,0,1,0,0
さわやか広場（南側）,さわやかひろば（みなみがわ）,指定緊急避難場所,"[{'code': '6', 'name': '津波'}]",,福井市,福井市ﾃｸﾉﾎﾟｰﾄ,棗地区,常設,136.112492,36.160454,0,0,0,0,0,1,0,0
グリーンハイツ1号公園,ぐりーんはいついちごうこうえん,指定緊急避難場所,"[{'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",409,福井市,福井市ｸﾞﾘｰﾝﾊｲﾂ1丁目,清水北地区,常設,136.161305,36.045267,0,1,1,0,0,0,0,0
昭和町公園,しょうわまちこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",1241,福井市,福井市みのり1丁目14,木田地区,常設,136.215733,36.048674,0,0,1,0,0,0,0,0
グリーンハイツ2号公園,ぐりーんはいつにごうこうえん,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '5', 'name': '地震'}]",885,福井市,福井市ｸﾞﾘｰﾝﾊｲﾂ2丁目,清水北地区,常設,136.160436,36.044523,0,0,1,0,0,0,1,0
みのり２丁目公園,みのりにちょうめこうえん,指定緊急避難場所,"[{'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",639,福井市,福井市みのり2丁目11,豊地区,常設,136.213421,36.049324,0,1,1,0,0,0,0,0
つくも公園,つくもこうえん,指定緊急避難場所,"[{'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",783,福井市,福井市つくも2丁目9,足羽地区,未開設,136.209408,36.062873,0,1,1,0,0,0,0,0
豊公民館,みのりこうみんかん,指定避難所,"[{'code': '2', 'name': '洪水'}, {'code': '5', 'name': '地震'}]",126,福井市,福井市みのり3丁目106-8,豊地区,未開設,136.208065,36.050774,0,0,1,0,0,0,1,0
みのり中央公園,みのりちゅうおうこうえん,指定緊急避難場所,"[{'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",741,福井市,福井市みのり3丁目24,豊地区,常設,136.209762,36.049108,0,1,1,0,0,0,0,0
パークアベニューみのり公園,ぱーくあべにゅーみのりこうえん,指定緊急避難場所,"[{'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",984,福井市,福井市みのり3丁目38,豊地区,常設,136.210545,36.051346,0,1,1,0,0,0,0,0
みのり4丁目公園,みのりよんちょうめこうえん,指定緊急避難場所,"[{'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",1753,福井市,福井市みのり4丁目7,豊地区,常設,136.205192,36.049463,0,1,1,0,0,0,0,0
清水北小学校,しみずきたしょうがっこう,指定避難所,"[{'code': '5', 'name': '地震'}]",450,福井市,福井市ｸﾞﾘｰﾝﾊｲﾂ5丁目101,清水北地区,未開設,136.164438,36.042677,0,0,1,0,0,0,0,0
清水北公民館,しみずきたこうみんかん,指定避難所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",153,福井市,福井市ｸﾞﾘｰﾝﾊｲﾂ5丁目131,清水北地区,未開設,136.164669,36.041508,0,1,1,0,0,0,1,0
グリーンハイツ3号公園,ぐりーんはいつさんごうこうえん,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",836,福井市,福井市ｸﾞﾘｰﾝﾊｲﾂ9丁目,清水北地区,常設,136.168638,36.040363,0,1,1,0,0,0,1,0
福井刑務所錬成館,ふくいけいむしょれんせいかん,指定避難所,"[{'code': '5', 'name': '地震'}]",148,福井市,福井市一本木町,木田地区,未開設,136.225886,36.052486,0,0,1,0,0,0,0,0
立花公園,たちばなこうえん,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",728,福井市,福井市三十八社町709,麻生津地区,常設,136.187435,35.999553,0,1,1,0,0,0,1,0
三ツ屋公園,みつやこうえん,指定緊急避難場所,"[{'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",1050,福井市,福井市三ﾂ屋2丁目302,西藤島地区,常設,136.191984,36.085393,0,1,1,0,0,0,0,0
福井県立武道館,ふくいけんりつぶどうかん,指定避難所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",2355,福井市,福井市三ﾂ屋町8-1-1,西藤島地区,未開設,136.194536,36.084898,0,1,1,0,0,0,1,0
清水東公民館,しみずひがしこうみんかん,指定避難所,"[{'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",91,福井市,福井市三留町14-11-1,清水東地区,未開設,136.152302,36.037183,0,1,1,0,0,0,0,0
清水東小学校,しみずひがししょうがっこう,指定避難所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",348,福井市,福井市三留町69-2,清水東地区,未開設,136.153806,36.037602,0,1,1,0,0,0,1,0
西藤島公民館,にしふじしまこうみんかん,指定避難所,"[{'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",128,福井市,福井市三郎丸1丁目1410,西藤島地区,未開設,136.193544,36.079782,0,1,1,0,0,0,0,0
西藤島小学校,にしふじしましょうがっこう,指定避難所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",366,福井市,福井市三郎丸1丁目1410,西藤島地区,未開設,136.193544,36.079782,0,1,1,0,0,0,1,0
西藤島保育園,にしふじしまほいくえん,指定避難所,"[{'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",167,福井市,福井市三郎丸1丁目1414,西藤島地区,未開設,136.193939,36.079501,0,1,1,0,0,0,0,0
三郎丸公園,さぶろうまるこうえん,指定緊急避難場所,"[{'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",1113,福井市,福井市三郎丸1丁目801,西藤島地区,常設,136.193036,36.077338,0,1,1,0,0,0,0,0
祇王公園,ぎおうこうえん,指定緊急避難場所,"[{'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",1306,福井市,福井市三郎丸2丁目2501,西藤島地区,常設,136.191566,36.080034,0,1,1,0,0,0,0,0
薬師公園,やくしこうえん,指定緊急避難場所,"[{'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",1340,福井市,福井市三郎丸2丁目501,西藤島地区,常設,136.18765,36.077355,0,1,1,0,0,0,0,0
小鳩公園,こばとこうえん,指定緊急避難場所,"[{'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",542,福井市,福井市三郎丸4丁目403,西藤島地区,常設,136.19486,36.083537,0,1,1,0,0,0,0,0
三郎丸団地公園,さぶろうまるだんちこうえん,指定緊急避難場所,"[{'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",262,福井市,福井市三郎丸町28字1-38,西藤島地区,常設,136.192982,36.082115,0,1,1,0,0,0,0,0
上中三谷公園,かみなかみたにこうえん,指定緊急避難場所,"[{'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",66,福井市,福井市上中町28字1番20,東藤島地区,常設,136.269744,36.083403,0,1,1,0,0,0,0,0
上六条公園,かみろくじょうこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",150,福井市,福井市上六条町18字49番5,六条地区,常設,136.246052,36.027145,0,0,1,0,0,0,0,0
西浜公園,にしはまこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",1336,福井市,福井市上北野1丁目21,和田地区,常設,136.249652,36.061927,0,0,1,0,0,0,0,0
上北野保育園,かみきたのほいくえん,指定避難所,"[{'code': '5', 'name': '地震'}]",156,福井市,福井市上北野1丁目22-46,和田地区,未開設,136.250209,36.06213,0,0,1,0,0,0,0,0
上北野橘公園,かみきたのたちばなこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",162,福井市,福井市上北野1丁目30,和田地区,常設,136.251465,36.061121,0,0,1,0,0,0,0,0
上北野公園,かみきたのこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",300,福井市,福井市上北野1丁目4,和田地区,常設,136.247914,36.062144,0,0,1,0,0,0,0,0
上北野西部桜公園,かみきたのせいぶさくらこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",102,福井市,福井市上北野2丁目205番,和田地区,常設,136.248241,36.060175,0,0,1,0,0,0,0,0
えのはた公園,えのはたこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",1111,福井市,福井市上森田1丁目201,森田地区,常設,136.227422,36.114524,0,0,1,0,0,0,0,0
亀田公園,かめだこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",875,福井市,福井市上森田2丁目601,森田地区,常設,136.230233,36.112587,0,0,1,0,0,0,0,0
ひえまき公園,ひえまきこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",755,福井市,福井市上森田3丁目1601,森田地区,常設,136.232035,36.110529,0,0,1,0,0,0,0,0
上森田公園,かみもりたこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",965,福井市,福井市上森田3丁目601,森田地区,常設,136.233156,36.113172,0,0,1,0,0,0,0,0
森田東保育園,もりたひがしほいくえん,指定避難所,"[{'code': '5', 'name': '地震'}]",109,福井市,福井市上森田4丁目302,森田地区,未開設,136.235168,36.113231,0,0,1,0,0,0,0,0
九頭竜公園,くずりゅうこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",1080,福井市,福井市上森田5丁目701,森田地区,常設,136.235093,36.109445,0,0,1,0,0,0,0,0
六条小学校,ろくじょうしょうがっこう,指定避難所,"[{'code': '2', 'name': '洪水'}, {'code': '5', 'name': '地震'}]",522,福井市,福井市上莇生田町5-16,六条地区,未開設,136.233056,36.026372,0,0,1,0,0,0,1,0
上野本町オレンジ公園,うえのほんまちおれんじこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",1098,福井市,福井市上野本町2丁目1101,森田地区,常設,136.240208,36.111167,0,0,1,0,0,0,0,0
森田中学校,もりたちゅうがっこう,指定避難所,"[{'code': '2', 'name': '洪水'}, {'code': '5', 'name': '地震'}]",885,福井市,福井市上野本町37-12,森田地区,未開設,136.237615,36.115865,0,0,1,0,0,0,1,0
上野本町さわやか公園,うえのほんまちさわやかこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",1250,福井市,福井市上野本町4丁目1701,森田地区,常設,136.246239,36.115378,0,0,1,0,0,0,0,0
上野団地３号公園,うえのだんちさんごうこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",160,福井市,福井市上野本町新815番外,森田地区,常設,136.242764,36.114173,0,0,1,0,0,0,0,0
一光小・中学校,いかりしょう・ちゅうがっこう,指定避難所,"[{'code': '2', 'name': '洪水'}, {'code': '5', 'name': '地震'}]",260,福井市,福井市下一光町6-34,一光地区,未開設,136.069557,36.061882,0,0,1,0,0,0,1,0
一光公民館,いかりこうみんかん,指定避難所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}]",98,福井市,福井市下一光町6-5,一光地区,未開設,136.068369,36.062626,0,1,0,0,0,0,1,0
下中公園,しもなかこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",62,福井市,福井市下中町1字3番11,円山地区,常設,136.259321,36.07362,0,0,1,0,0,0,0,0
中小企業産業大学校,ちゅうしょうきぎょうさんぎょうだいがっこう,指定避難所,"[{'code': '2', 'name': '洪水'}, {'code': '5', 'name': '地震'}]",672,福井市,福井市下六条町16-15,六条地区,未開設,136.230909,36.035988,0,0,1,0,0,0,1,0
下森田新町公園,しももりたしんまちこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",247,福井市,福井市下森田新町15字54-36,森田地区,常設,136.233226,36.108765,0,0,1,0,0,0,0,0
森田小学校,もりたしょうがっこう,指定避難所,"[{'code': '2', 'name': '洪水'}, {'code': '5', 'name': '地震'}]",833,福井市,福井市下森田新町19-67,森田地区,未開設,136.23071,36.107801,0,0,1,0,0,0,1,0
下森田さくら公園,しももりたさくらこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",86,福井市,福井市下森田桜町3番13,森田地区,常設,136.226789,36.110527,0,0,1,0,0,0,0,0
森田公民館,もりたこうみんかん,指定避難所,"[{'code': '2', 'name': '洪水'}, {'code': '5', 'name': '地震'}]",246,福井市,福井市下森田藤巻町2,森田地区,未開設,136.22651,36.109398,0,0,1,0,0,0,1,0
社西小学校,やしろにししょうがっこう,指定避難所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",702,福井市,福井市下江守町22-18,社西地区,未開設,136.176855,36.048171,0,1,1,0,0,0,1,0
科学技術高等学校,かがくぎじゅつこうとうがっこう,指定避難所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}]",1014,福井市,福井市下江守町28,社西地区,未開設,136.179246,36.045988,0,1,0,0,0,0,1,0
希望ヶ丘公園,きぼうがおかこうえん,指定緊急避難場所,"[{'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",343,福井市,福井市下江守町53字23-2,社西地区,常設,136.180483,36.041378,0,1,1,0,0,0,0,0
文殊小学校,もんじゅしょうがっこう,指定避難所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",319,福井市,福井市下河北町53-1,文殊地区,未開設,136.231156,36.013249,0,1,1,0,0,0,1,0
寺端公園,てらはたこうえん,指定緊急避難場所,"[{'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",1129,福井市,福井市下荒井町10字404,清明地区,常設,136.200385,36.027653,0,1,1,0,0,0,0,0
清明小学校,せいめいしょうがっこう,指定避難所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",625,福井市,福井市下荒井町13-240,清明地区,未開設,136.202458,36.025888,0,1,1,0,0,0,1,0
下荒井公園,しもあらいこうえん,指定緊急避難場所,"[{'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",1297,福井市,福井市下荒井町4字75,清明地区,常設,136.20694,36.027583,0,1,1,0,0,0,0,0
下荒井南公園,しもあらいみなみこうえん,指定緊急避難場所,"[{'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",929,福井市,福井市下荒井町7字307,清明地区,常設,136.20429,36.024911,0,1,1,0,0,0,0,0
清明公民館,せいめいこうみんかん,指定避難所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",134,福井市,福井市下荒井町8-414,清明地区,未開設,136.202194,36.026766,0,1,1,0,0,0,1,0
下馬公園,げばこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",736,福井市,福井市下馬1丁目401,木田地区,常設,136.237485,36.044736,0,0,1,0,0,0,0,0
下馬東公園,げばひがしこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",1500,福井市,福井市下馬2丁目1108,木田地区,常設,136.23888,36.041968,0,0,1,0,0,0,0,0
下馬中央公園,げばちゅうおうこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",12585,福井市,福井市下馬3丁目1306,木田地区,常設,136.234612,36.039602,0,0,1,0,0,0,0,0
性光坊跡、裏山,しょうこうぼうあと、うらやま,指定緊急避難場所,"[{'code': '6', 'name': '津波'}]",,福井市,福井市両橋屋町,棗地区,常設,136.093283,36.143886,0,0,0,0,0,1,0,0
ガレリアポケット公園,がれりあぽけっとこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",100,福井市,福井市中央1丁目10,順化地区,常設,136.220986,36.061159,0,0,1,0,0,0,0,0
柴田公園,しばたこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",493,福井市,福井市中央1丁目21,順化地区,常設,136.219638,36.060277,0,0,1,0,0,0,0,0
豊島公園,とよしまこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",484,福井市,福井市中央2丁目6,順化地区,常設,136.218774,36.059126,0,0,1,0,0,0,0,0
美山公民館上味見分館,みやまこうみんかんかみあじみぶんかん,指定避難所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",52,福井市,福井市中手町10-3-1,美山地区（上味見）,未開設,136.417825,35.961624,0,1,1,0,0,0,1,0
伊自良館（温泉）,いじらかん（おんせん）,指定避難所,"[{'code': '5', 'name': '地震'}]",46,福井市,福井市中手町29-3,美山地区（上味見）,未開設,136.421958,35.957122,0,0,1,0,0,0,0,0
上味見生涯教育施設,かみあじみしょうがいきょういくしせつ,指定避難所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}]",226,福井市,福井市中手町7-3,美山地区（上味見）,未開設,136.418547,35.96291,0,1,0,0,0,0,1,0
中藤新保公園,なかふじしんぼこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",123,福井市,福井市中藤新保町14字1番5外,中藤島地区,常設,136.249714,36.105822,0,0,1,0,0,0,0,0
杉の木台公園,すぎのきだいこうえん,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",4846,福井市,福井市中野2丁目901,麻生津地区,常設,136.186518,36.001545,0,1,1,0,0,0,1,0
丸山西公園,まるやまにしこうえん,指定緊急避難場所,"[{'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",988,福井市,福井市丸山1丁目501,啓蒙地区,常設,136.242077,36.073175,0,1,1,0,0,0,0,0
堂前公園,どうまえこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",700,福井市,福井市丸山2丁目2101,啓蒙地区,常設,136.248043,36.077529,0,0,1,0,0,0,0,0
丸山中央公園,まるやまちゅうおうこうえん,指定緊急避難場所,"[{'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",2197,福井市,福井市丸山2丁目705,啓蒙地区,常設,136.245317,36.074407,0,1,1,0,0,0,0,0
社西公民館,やしろにしこうみんかん,指定避難所,"[{'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",130,福井市,福井市久喜津町65-23,社西地区,未開設,136.177171,36.05081,0,1,1,0,0,0,0,0
乾公園,いぬいこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",1037,福井市,福井市乾徳2丁目11,日新地区,常設,136.209033,36.071736,0,0,1,0,0,0,0,0
福井商業高等学校,ふくいしょうぎょうこうとうがっこう,指定避難所,"[{'code': '2', 'name': '洪水'}, {'code': '5', 'name': '地震'}]",1322,福井市,福井市乾徳4丁目8-19,日新地区,未開設,136.206104,36.073849,0,0,1,0,0,0,1,0
幾代公園,いくよこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",1163,福井市,福井市二の宮1丁目8,松本地区,常設,136.229374,36.086737,0,0,1,0,0,0,0,0
幾久北公園,いくひさきたこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",1239,福井市,福井市二の宮2丁目21,松本地区,常設,136.225405,36.086997,0,0,1,0,0,0,0,0
かもめ公園,かもめこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",992,福井市,福井市二の宮3丁目17,明新地区,常設,136.218935,36.084439,0,0,1,0,0,0,0,0
北部公園,ほくぶこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",5448,福井市,福井市二の宮3丁目33,明新地区,常設,136.217076,36.086498,0,0,1,0,0,0,0,0
二の宮公園,にのみやこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",1297,福井市,福井市二の宮4丁目15,明新地区,常設,136.209955,36.084118,0,0,1,0,0,0,0,0
喜多町公園,きたまちこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",3193,福井市,福井市二の宮4丁目21,明新地区,常設,136.212675,36.084881,0,0,1,0,0,0,0,0
福井大学教育学部附属義務教育学校（前期課程）,ふくいだいがくきょういくがくぶふぞくぎむきょういくがっこう（ぜんきかてい）,指定避難所,"[{'code': '5', 'name': '地震'}]",316,福井市,福井市二の宮4丁目45-1,明新地区,未開設,136.211617,36.087536,0,0,1,0,0,0,0,0
福井大学教育学部附属義務教育学校（後期課程）,ふくいだいがくきょういくがくぶふぞくぎむきょういくがっこう（こうきかてい）,指定避難所,"[{'code': '5', 'name': '地震'}]",539,福井市,福井市二の宮4丁目45-1,明新地区,未開設,136.211617,36.087536,0,0,1,0,0,0,0,0
福万公園,ふくまんこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",1316,福井市,福井市二の宮5丁目10,明新地区,常設,136.206479,36.084639,0,0,1,0,0,0,0,0
足羽中学校,あすわちゅうがっこう,指定避難所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",603,福井市,福井市今市町5-10,麻生津地区,未開設,136.205614,36.006313,0,1,1,0,0,0,1,0
鶉東部幼稚園,うずらとうぶようちえん,指定避難所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",107,福井市,福井市仙町6-4,宮ノ下地区,未開設,136.164428,36.128822,0,1,1,0,0,0,1,0
サニータウン仙町公園,さにーたうんせんまちこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",303,福井市,福井市仙町7字1番16,宮ノ下地区,常設,136.1627,36.128391,0,0,1,0,0,0,0,0
中狭公園,なかばさみこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",5247,福井市,福井市光陽1丁目13,湊地区,常設,136.201467,36.066897,0,0,1,0,0,0,0,0
湊保育園,みなとほいくえん,指定避難所,"[{'code': '5', 'name': '地震'}]",129,福井市,福井市光陽1丁目9-8,湊地区,未開設,136.203643,36.067533,0,0,1,0,0,0,0,0
御蔵公園,おくらこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",1272,福井市,福井市光陽2丁目20,湊地区,常設,136.199527,36.064989,0,0,1,0,0,0,0,0
福井県社会福祉センター,ふくいけんしゃかいふくしせんたー,指定避難所,"[{'code': '2', 'name': '洪水'}]",907,福井市,福井市光陽2丁目3-22,湊地区,未開設,136.198113,36.06743,0,0,0,0,0,0,1,0
北江公園,きたえこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",1381,福井市,福井市光陽3丁目5,湊地区,常設,136.196158,36.06622,0,0,1,0,0,0,0,0
光陽中学校,こうようちゅうがっこう,指定避難所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",951,福井市,福井市光陽4丁目7-1,東安居地区,未開設,136.195133,36.066633,0,1,1,0,0,0,1,0
悠和園駐車場,ゆうわえんちゅうしゃじょう,指定緊急避難場所,"[{'code': '6', 'name': '津波'}]",,福井市,福井市免鳥町,鷹巣地区,常設,136.074289,36.130941,0,0,0,0,0,1,0,0
みかん園前,みかんえんまえ,指定緊急避難場所,"[{'code': '6', 'name': '津波'}]",,福井市,福井市八ﾂ俣町,越廼地区,常設,135.970411,35.998414,0,0,0,0,0,1,0,0
八ツ島公園,やつしまこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",405,福井市,福井市八ﾂ島1丁目508,日新地区,常設,136.204258,36.085553,0,0,1,0,0,0,0,0
藤島中学校,ふじしまちゅうがっこう,指定避難所,"[{'code': '2', 'name': '洪水'}, {'code': '5', 'name': '地震'}]",1033,福井市,福井市八ﾂ島町7-6,日新地区,未開設,136.201463,36.085312,0,0,1,0,0,0,1,0
円山公園,えんざんこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",735,福井市,福井市円山1丁目1008,円山地区,常設,136.244985,36.069845,0,0,1,0,0,0,0,0
円山みどり公園,えんざんみどりこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",,福井市,福井市円山2丁目1001,円山地区,常設,136.247278,36.071219,0,0,1,0,0,0,0,0
青葉台西公園,あおばだいにしこうえん,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '5', 'name': '地震'}]",373,福井市,福井市冬野町26字143,麻生津地区,常設,136.187532,36.010271,0,0,1,0,0,0,1,0
加茂河原公園,かもがわらこうえん,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",588,福井市,福井市加茂河原1丁目5-1,社北地区,常設,136.195825,36.060227,0,1,1,0,0,0,1,0
熊野公園,くまのこうえん,指定緊急避難場所,"[{'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",912,福井市,福井市加茂河原4丁目720,社北地区,常設,136.191351,36.060631,0,1,1,0,0,0,0,0
若茂公園,わかもこうえん,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '5', 'name': '地震'}]",231,福井市,福井市加茂河原町20字25-21,社北地区,常設,136.194055,36.057127,0,0,1,0,0,0,1,0
勝見吉野公園,かつみよしのこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",154,福井市,福井市勝見1丁目1216番,旭地区,常設,136.22438,36.055353,0,0,1,0,0,0,0,0
勝見公園,かつみこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",1735,福井市,福井市勝見3丁目18,和田地区,常設,136.233236,36.054303,0,0,1,0,0,0,0,0
円山公民館,えんざんこうみんかん,指定避難所,"[{'code': '2', 'name': '洪水'}, {'code': '5', 'name': '地震'}]",154,福井市,福井市北今泉町,円山地区,未開設,136.254056,36.069028,0,0,1,0,0,0,1,0
大東中学校,だいとうちゅうがっこう,指定避難所,"[{'code': '2', 'name': '洪水'}, {'code': '5', 'name': '地震'}]",983,福井市,福井市北今泉町10-6-2,円山地区,未開設,136.255947,36.073579,0,0,1,0,0,0,1,0
ちぐさ公園,ちぐさこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",5795,福井市,福井市北四ﾂ居1丁目23,円山地区,常設,136.246175,36.065054,0,0,1,0,0,0,0,0
北四ツ居公園,きたよついこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",1515,福井市,福井市北四ﾂ居1丁目3,円山地区,常設,136.242936,36.065383,0,0,1,0,0,0,0,0
江添公園,えぞえこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",1310,福井市,福井市北四ﾂ居3丁目13,円山地区,常設,136.246122,36.067994,0,0,1,0,0,0,0,0
円山小学校,えんざんしょうがっこう,指定避難所,"[{'code': '2', 'name': '洪水'}, {'code': '5', 'name': '地震'}]",641,福井市,福井市北四ﾂ居3丁目15-17,円山地区,未開設,136.247264,36.068662,0,0,1,0,0,0,1,0
円山元町三角公園,えんざんもとまちさんかくこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",93,福井市,福井市北四ﾂ居町30字166番,円山地区,常設,136.250548,36.070643,0,0,1,0,0,0,0,0
丸山公園,まるやまこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",227,福井市,福井市北四ﾂ居町30字円命102,円山地区,常設,136.248595,36.069759,0,0,1,0,0,0,0,0
