evaspot_name,japanese_name,evaspot_kind_name,diskinds,evaspot_capacity,cities_name,cities_subdiv,cities_subarea_name,shelter_status_name,longitude,latitude,内水氾濫,土石流,地震,大規模な火事,崖崩れ・地滑り,津波,洪水,高潮
久喜津公園,くきつこうえん,指定緊急避難場所,"[{'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",646,福井市,福井市運動公園4丁目1401,社西地区,常設,136.177458,36.053271,0,1,1,0,0,0,0,0
運動公園４丁目公園,うんどうこうえんよんちょうめこうえん,指定緊急避難場所,"[{'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",164,福井市,福井市運動公園4丁目304番,社西地区,常設,136.177315,36.051541,0,1,1,0,0,0,0,0
里別所新町公園,さとべっしょしんまちこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",366,福井市,福井市里別所新町301,明新地区,常設,136.197992,36.087936,0,0,1,0,0,0,0,0
流通センター公園,りゅうつうせんたーこうえん,指定緊急避難場所,"[{'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",2150,福井市,福井市重立町28字61,東藤島地区,常設,136.281559,36.081396,0,1,1,0,0,0,0,0
つくし野北公園,つくしのきたこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",649,福井市,福井市つくし野1丁目303,河合地区,常設,136.215405,36.12024,0,0,1,0,0,0,0,0
つくし野中央公園,つくしのちゅうおうこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",4699,福井市,福井市つくし野2丁目801,河合地区,常設,136.216595,36.117545,0,0,1,0,0,0,0,0
つくし野西公園,つくしのにしこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",540,福井市,福井市つくし野3丁目501,河合地区,常設,136.213882,36.117545,0,0,1,0,0,0,0,0
長橋小高台,ながはししょうたかだい,指定緊急避難場所,"[{'code': '6', 'name': '津波'}]",,福井市,福井市長橋町,鷹巣地区,常設,136.04988,36.11215,0,0,0,0,0,1,0,0
円流寺裏側,えんりゅうじうらがわ,指定緊急避難場所,"[{'code': '6', 'name': '津波'}]",,福井市,福井市長橋町,鷹巣地区,常設,136.051266,36.114842,0,0,0,0,0,1,0,0
熊野神社前,くまのじんじゃまえ,指定緊急避難場所,"[{'code': '6', 'name': '津波'}]",,福井市,福井市長橋町,鷹巣地区,常設,136.050472,36.113705,0,0,0,0,0,1,0,0
長橋小学校,ながはししょうがっこう,指定避難所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",160,福井市,福井市長橋町18-48,鷹巣地区,未開設,136.049227,36.110486,0,1,1,0,0,0,1,0
門前はしだし公園,もんぜんはしだしこうえん,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '5', 'name': '地震'}]",142,福井市,福井市門前1丁目521,社南地区,常設,136.197647,36.050509,0,0,1,0,0,0,1,0
門前中央公園,もんぜんちゅうおうこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",1508,福井市,福井市門前1丁目913,社南地区,常設,136.19751,36.048631,0,0,1,0,0,0,0,0
啓蒙小学校,けいもうしょうがっこう,指定避難所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",678,福井市,福井市開発1丁目1008,啓蒙地区,未開設,136.240559,36.077116,0,1,1,0,0,0,1,0
啓蒙公園,けいもうこうえん,指定緊急避難場所,"[{'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",1074,福井市,福井市開発1丁目1605,啓蒙地区,常設,136.243032,36.077433,0,1,1,0,0,0,0,0
啓蒙保育園,けいもうほいくえん,指定避難所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",218,福井市,福井市開発1丁目1910,啓蒙地区,未開設,136.243625,36.077289,0,1,1,0,0,0,1,0
啓蒙公民館,けいもうこうみんかん,指定避難所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",148,福井市,福井市開発1丁目2105,啓蒙地区,未開設,136.244272,36.07795,0,1,1,0,0,0,1,0
芝原公園,しばはらこうえん,指定緊急避難場所,"[{'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",500,福井市,福井市開発1丁目301,啓蒙地区,常設,136.239374,36.076982,0,1,1,0,0,0,0,0
砂田公園,すなだこうえん,指定緊急避難場所,"[{'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",1481,福井市,福井市開発3丁目2801,啓蒙地区,常設,136.244212,36.079878,0,1,1,0,0,0,0,0
緑ヶ丘公園,みどりがおかこうえん,指定緊急避難場所,"[{'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",1250,福井市,福井市開発4丁目701,啓蒙地区,常設,136.238687,36.081326,0,1,1,0,0,0,0,0
開発向田公園,かいほつむこうだこうえん,指定緊急避難場所,"[{'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",10494,福井市,福井市開発5丁目1401,啓蒙地区,常設,136.241506,36.086028,0,1,1,0,0,0,0,0
錦公園,にしきこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",1295,福井市,福井市順化2丁目11,順化地区,常設,136.213796,36.064928,0,0,1,0,0,0,0,0
殿下公民館,でんがこうみんかん,指定避難所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}]",90,福井市,福井市風尾町1-13,殿下地区,未開設,136.04628,36.038947,0,1,0,0,0,0,1,0
殿下小・中学校,でんがしょう・ちゅうがっこう,指定避難所,"[{'code': '5', 'name': '地震'}]",389,福井市,福井市風尾町6-24,殿下地区,未開設,136.046864,36.037028,0,0,1,0,0,0,0,0
きらら館,きららかん,指定避難所,"[{'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",342,福井市,福井市風巻町20-17,清水南地区,未開設,136.145372,36.026423,0,1,1,0,0,0,0,0
清水南公民館,しみずみなみこうみんかん,指定避難所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",99,福井市,福井市風巻町21-17,清水南地区,未開設,136.145072,36.026262,0,1,1,0,0,0,1,0
清水公園,しみずこうえん,指定緊急避難場所,"[{'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",2020,福井市,福井市風巻町28字1番1外,清水南地区,常設,136.147556,36.027531,0,1,1,0,0,0,0,0
飯塚中央公園,いいづかちゅうおうこうえん,指定緊急避難場所,"[{'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",1700,福井市,福井市飯塚町31字208,東安居地区,常設,136.182919,36.063601,0,1,1,0,0,0,0,0
東安居公民館,ひがしあごこうみんかん,指定避難所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",137,福井市,福井市飯塚町6-18,東安居地区,未開設,136.186606,36.066322,0,1,1,0,0,0,1,0
飯塚公園,いいづかこうえん,指定緊急避難場所,"[{'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",1543,福井市,福井市飯塚町7字54,東安居地区,常設,136.185923,36.065561,0,1,1,0,0,0,0,0
板垣公園,いたがきこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",1104,福井市,福井市馬垣町1字下馬境403,木田地区,常設,136.235206,36.046713,0,0,1,0,0,0,0,0
高塚公園,たかつかこうえん,指定緊急避難場所,"[{'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",438,福井市,福井市高塚町809,社北地区,常設,136.179668,36.057252,0,1,1,0,0,0,0,0
高木公園,たかぎこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",3239,福井市,福井市高木1丁目401,中藤島地区,常設,136.225682,36.097123,0,0,1,0,0,0,0,0
高木睦公園,たかぎむつみこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",89,福井市,福井市高木2丁目1001番9,中藤島地区,常設,136.22865,36.093131,0,0,1,0,0,0,0,0
高木中央１号公園,たかぎちゅうおういちごうこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",1251,福井市,福井市高木中央1丁目3401,中藤島地区,常設,136.23049,36.091783,0,0,1,0,0,0,0,0
高木中央公園,たかぎちゅうおうこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",4878,福井市,福井市高木中央1丁目601,中藤島地区,常設,136.23049,36.091731,0,0,1,0,0,0,0,0
高木中央２号公園,たかぎちゅうおうにごうこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",1792,福井市,福井市高木中央2丁目3601,中藤島地区,常設,136.235715,36.090968,0,0,1,0,0,0,0,0
光公園,ひかりこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",1884,福井市,福井市高木中央2丁目901,中藤島地区,常設,136.233822,36.09382,0,0,1,0,0,0,0,0
茶畔東公園,ちゃぐろひがしこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",1500,福井市,福井市高木中央3丁目1503番,中藤島地区,常設,136.23961,36.091514,0,0,1,0,0,0,0,0
スタイリッシュ・ステージ舟橋公園,すたいりっしゅ・すてーじふなばしこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",185,福井市,福井市高木北2丁目,中藤島地区,常設,136.232877,36.100235,0,0,1,0,0,0,0,0
舟橋公園,ふなばしこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",1354,福井市,福井市高木北2丁目1012,中藤島地区,常設,136.231338,36.09975,0,0,1,0,0,0,0,0
中藤公園,なかふじこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",948,福井市,福井市高木北2丁目109,中藤島地区,常設,136.232319,36.097422,0,0,1,0,0,0,0,0
北前公園,きたまえこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",3250,福井市,福井市高木北4丁目304,中藤島地区,常設,136.235784,36.096473,0,0,1,0,0,0,0,0
高木西１号公園,たかぎにしいちごうこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",149,福井市,福井市高木町25字23番,明新地区,常設,136.226585,36.091198,0,0,1,0,0,0,0,0
中藤屋内運動場,なかふじおくないうんどうじょう,指定避難所,"[{'code': '5', 'name': '地震'}]",496,福井市,福井市高木町64-11-1,中藤島地区,未開設,136.234546,36.100413,0,0,1,0,0,0,0,0
中藤島公民館,なかふじしまこうみんかん,指定避難所,"[{'code': '5', 'name': '地震'}]",158,福井市,福井市高木町64-11-4,中藤島地区,未開設,136.233627,36.100514,0,0,1,0,0,0,0,0
かおり公園,かおりこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",900,福井市,福井市高木西1丁目105番,中藤島地区,常設,136.22328,36.097175,0,0,1,0,0,0,0,0
居村せせらぎ公園,いむらせせらぎこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",1001,福井市,福井市高柳3丁目1203番,中藤島地区,常設,136.239702,36.094807,0,0,1,0,0,0,0,0
高柳土器の丘公園,たかやなぎどきのおかこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",1250,福井市,福井市高柳3丁目2301番,中藤島地区,常設,136.24227,36.093829,0,0,1,0,0,0,0,0
中藤小学校,なかふじしょうがっこう,指定避難所,"[{'code': '2', 'name': '洪水'}, {'code': '5', 'name': '地震'}]",711,福井市,福井市高柳3丁目3001,中藤島地区,未開設,136.241278,36.097405,0,0,1,0,0,0,1,0
中藤ふれあい公園,なかふじふれあいこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",10494,福井市,福井市高柳3丁目3602,中藤島地区,常設,136.239169,36.097311,0,0,1,0,0,0,0,0
市場公園,いちばこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",750,福井市,福井市高柳町44字左来1番7,中藤島地区,常設,136.244738,36.088532,0,0,1,0,0,0,0,0
高柳新町公園,たかやなぎしんまちこうえん,指定緊急避難場所,"[{'code': '5', 'name': '地震'}]",290,福井市,福井市高柳町8字24-8,中藤島地区,常設,136.237979,36.098051,0,0,1,0,0,0,0,0
高須城小学校,たかすじょうしょうがっこう,指定避難所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}]",66,福井市,福井市高須町71-31,鷹巣地区,未開設,136.107033,36.114412,0,1,0,0,0,0,1,0
京福バス車庫横山道,けいふくばすしゃこよこさんどう,指定緊急避難場所,"[{'code': '6', 'name': '津波'}]",,福井市,福井市鮎川町,国見地区,常設,136.036124,36.090325,0,0,0,0,0,1,0,0
新町津波避難道入口,しんまちつなみひなんどういりぐち,指定緊急避難場所,"[{'code': '6', 'name': '津波'}]",,福井市,福井市鮎川町,国見地区,常設,136.0348,36.096486,0,0,0,0,0,1,0,0
国見中学校南側避難場所,くにみちゅうがっこうみなみがわひなんばしょ,指定緊急避難場所,"[{'code': '6', 'name': '津波'}]",,福井市,福井市鮎川町,国見地区,常設,136.031817,36.084506,0,0,0,0,0,1,0,0
加茂廼神社,かものじんじゃ,指定緊急避難場所,"[{'code': '6', 'name': '津波'}]",,福井市,福井市鮎川町,国見地区,常設,136.03436,36.091403,0,0,0,0,0,1,0,0
国見小学校,くにみしょうがっこう,指定避難所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}]",255,福井市,福井市鮎川町109-3-3,国見地区,未開設,136.031104,36.086135,0,1,1,0,0,0,1,0
国見中学校,くにみちゅうがっこう,指定避難所,"[{'code': '5', 'name': '地震'}]",388,福井市,福井市鮎川町109-9-2,国見地区,未開設,136.031515,36.085532,0,0,1,0,0,0,0,0
国見公民館,くにみこうみんかん,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '5', 'name': '地震'}, {'code': '6', 'name': '津波'}]",,福井市,福井市鮎川町133-1-3,国見地区,未開設,136.031942,36.094094,0,1,1,0,0,1,1,0
国見公民館,くにみこうみんかん,指定避難所,[],90,福井市,福井市鮎川町133-1-3,国見地区,未開設,136.031942,36.094094,0,0,0,0,0,0,0,0
三島第２公園,みしまだい２こうえん,指定緊急避難場所,"[{'code': '3', 'name': '土石流'}, {'code': '4', 'name': '高潮'}, {'code': '5', 'name': '地震'}, {'code': '6', 'name': '津波'}, {'code': '7', 'name': '大規模な火事'}]",,敦賀市,敦賀市三島３６-１８-１４　外,西地区,常設,136.066372,35.646058,0,1,1,1,0,1,0,1
三島公園,みしまこうえん,指定緊急避難場所,"[{'code': '3', 'name': '土石流'}, {'code': '4', 'name': '高潮'}, {'code': '5', 'name': '地震'}, {'code': '7', 'name': '大規模な火事'}]",,敦賀市,敦賀市三島町１丁目８１６,西地区,常設,136.064866,35.650845,0,1,1,1,0,0,0,1
西公民館,にしこうみんかん,指定避難所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '4', 'name': '高潮'}, {'code': '6', 'name': '津波'}, {'code': '7', 'name': '大規模な火事'}]",116,敦賀市,敦賀市三島町２丁目１9-８,西地区,未開設,136.064374,35.647825,0,1,0,1,0,1,1,1
西公民館,にしこうみんかん,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '4', 'name': '高潮'}, {'code': '6', 'name': '津波'}, {'code': '7', 'name': '大規模な火事'}]",116,敦賀市,敦賀市三島町２丁目１9-８,西地区,未開設,136.064374,35.647825,0,1,0,1,0,1,1,1
敦賀市役所,つるがしやくしょ,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '4', 'name': '高潮'}, {'code': '6', 'name': '津波'}, {'code': '7', 'name': '大規模な火事'}]",,敦賀市,敦賀市中央町２丁目１-１,西地区,未開設,136.055504,35.645198,0,1,0,1,0,1,1,1
松島第２公園,まつしまだい２こうえん,指定緊急避難場所,"[{'code': '3', 'name': '土石流'}, {'code': '4', 'name': '高潮'}, {'code': '5', 'name': '地震'}, {'code': '6', 'name': '津波'}, {'code': '7', 'name': '大規模な火事'}]",,敦賀市,敦賀市中央町１丁目１６０１,西地区,常設,136.057307,35.644531,0,1,1,1,0,1,0,1
東浦公民館,ひがしうらこうみんかん,指定避難所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '4', 'name': '高潮'}, {'code': '5', 'name': '地震'}, {'code': '6', 'name': '津波'}, {'code': '7', 'name': '大規模な火事'}]",76,敦賀市,敦賀市五幡３２-８-１,東浦地区,未開設,136.089978,35.708342,0,1,1,1,0,1,1,1
東浦公民館,ひがしうらこうみんかん,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '4', 'name': '高潮'}, {'code': '5', 'name': '地震'}, {'code': '6', 'name': '津波'}, {'code': '7', 'name': '大規模な火事'}]",76,敦賀市,敦賀市五幡３２-８-１,東浦地区,未開設,136.089978,35.708342,0,1,1,1,0,1,1,1
旧咸新小学校,きゅうかんしんしょうがっこう,指定避難所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '4', 'name': '高潮'}, {'code': '5', 'name': '地震'}, {'code': '6', 'name': '津波'}, {'code': '7', 'name': '大規模な火事'}]",195,敦賀市,敦賀市井川１７-２０,東郷地区,未開設,136.092837,35.647895,0,1,1,1,0,1,1,1
旧咸新小学校,きゅうかんしんしょうがっこう,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '4', 'name': '高潮'}, {'code': '5', 'name': '地震'}, {'code': '6', 'name': '津波'}, {'code': '7', 'name': '大規模な火事'}]",195,敦賀市,敦賀市井川１７-２０,東郷地区,未開設,136.092837,35.647895,0,1,1,1,0,1,1,1
東郷公民館,とうごうこうみんかん,指定避難所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '4', 'name': '高潮'}, {'code': '5', 'name': '地震'}, {'code': '6', 'name': '津波'}, {'code': '7', 'name': '大規模な火事'}]",403,敦賀市,敦賀市井川３３-１２,東郷地区,未開設,136.089972,35.649755,0,1,1,1,0,1,1,1
東郷公民館,とうごうこうみんかん,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '4', 'name': '高潮'}, {'code': '5', 'name': '地震'}, {'code': '6', 'name': '津波'}, {'code': '7', 'name': '大規模な火事'}]",403,敦賀市,敦賀市井川３３-１２,東郷地区,未開設,136.089972,35.649755,0,1,1,1,0,1,1,1
大島公園,おおしまこうえん,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '4', 'name': '高潮'}, {'code': '5', 'name': '地震'}, {'code': '6', 'name': '津波'}, {'code': '7', 'name': '大規模な火事'}]",,敦賀市,敦賀市元町１５-１２,北地区,常設,136.071704,35.656117,0,1,1,1,0,1,1,1
粟野南第１公園,あわのみなみだい１こうえん,指定緊急避難場所,"[{'code': '3', 'name': '土石流'}, {'code': '4', 'name': '高潮'}, {'code': '5', 'name': '地震'}, {'code': '6', 'name': '津波'}, {'code': '7', 'name': '大規模な火事'}]",,敦賀市,敦賀市公文名５-８３,粟野地区,常設,136.054552,35.622476,0,1,1,1,0,1,0,1
粟野南小学校,あわのみなみしょうがっこう,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '4', 'name': '高潮'}, {'code': '5', 'name': '地震'}, {'code': '6', 'name': '津波'}, {'code': '7', 'name': '大規模な火事'}]",226,敦賀市,敦賀市公文名３１-２-１,粟野地区,未開設,136.053617,35.618641,0,1,1,1,0,1,1,1
粟野南小学校,あわのみなみしょうがっこう,指定避難所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '4', 'name': '高潮'}, {'code': '5', 'name': '地震'}, {'code': '6', 'name': '津波'}, {'code': '7', 'name': '大規模な火事'}]",226,敦賀市,敦賀市公文名３１-２-１,粟野地区,未開設,136.053617,35.618641,0,1,1,1,0,1,1,1
松島中央公園,まつしまちゅうおうこうえん,指定緊急避難場所,"[{'code': '3', 'name': '土石流'}, {'code': '4', 'name': '高潮'}, {'code': '5', 'name': '地震'}, {'code': '6', 'name': '津波'}, {'code': '7', 'name': '大規模な火事'}]",,敦賀市,敦賀市呉竹町２丁目６０１,西地区,常設,136.057561,35.647207,0,1,1,1,0,1,0,1
松島第１公園,まつしまだい１こうえん,指定緊急避難場所,"[{'code': '3', 'name': '土石流'}, {'code': '4', 'name': '高潮'}, {'code': '5', 'name': '地震'}, {'code': '6', 'name': '津波'}, {'code': '7', 'name': '大規模な火事'}]",,敦賀市,敦賀市呉竹町１丁目9０５,西地区,常設,136.062382,35.647785,0,1,1,1,0,1,0,1
敦賀工業高等学校,つるがこうぎょうこうとうがっこう,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '4', 'name': '高潮'}, {'code': '5', 'name': '地震'}, {'code': '6', 'name': '津波'}, {'code': '7', 'name': '大規模な火事'}]",800,敦賀市,敦賀市山泉１３-１,中郷地区,未開設,136.067491,35.621635,0,1,1,1,0,1,1,1
敦賀工業高等学校,つるがこうぎょうこうとうがっこう,指定避難所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '4', 'name': '高潮'}, {'code': '5', 'name': '地震'}, {'code': '6', 'name': '津波'}, {'code': '7', 'name': '大規模な火事'}]",800,敦賀市,敦賀市山泉１３-１,中郷地区,未開設,136.067491,35.621635,0,1,1,1,0,1,1,1
山泉公園,やましみずこうえん,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '4', 'name': '高潮'}, {'code': '5', 'name': '地震'}, {'code': '6', 'name': '津波'}, {'code': '7', 'name': '大規模な火事'}]",,敦賀市,敦賀市山泉７３-５０１,中郷地区,常設,136.060822,35.615804,0,1,1,1,0,1,1,1
旧常宮小学校,きゅうじょうぐうしょうがっこう,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '4', 'name': '高潮'}, {'code': '5', 'name': '地震'}, {'code': '6', 'name': '津波'}, {'code': '7', 'name': '大規模な火事'}]",168,敦賀市,敦賀市常宮１３-２５,西浦地区,未開設,136.028716,35.689273,0,1,1,1,0,1,1,1
旧常宮小学校,きゅうじょうぐうしょうがっこう,指定避難所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '4', 'name': '高潮'}, {'code': '5', 'name': '地震'}, {'code': '6', 'name': '津波'}, {'code': '7', 'name': '大規模な火事'}]",168,敦賀市,敦賀市常宮１３-２５,西浦地区,未開設,136.028716,35.689273,0,1,1,1,0,1,1,1
黒河小学校,くろこしょうがっこう,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '4', 'name': '高潮'}, {'code': '5', 'name': '地震'}, {'code': '6', 'name': '津波'}, {'code': '7', 'name': '大規模な火事'}]",168,敦賀市,敦賀市御名２５-５,粟野地区,未開設,136.048999,35.614283,0,1,1,1,0,1,1,1
黒河小学校,くろこしょうがっこう,指定避難所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '4', 'name': '高潮'}, {'code': '5', 'name': '地震'}, {'code': '6', 'name': '津波'}, {'code': '7', 'name': '大規模な火事'}]",168,敦賀市,敦賀市御名２５-５,粟野地区,未開設,136.048999,35.614283,0,1,1,1,0,1,1,1
粟野公民館,あわのこうみんかん,指定避難所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '4', 'name': '高潮'}, {'code': '5', 'name': '地震'}, {'code': '6', 'name': '津波'}, {'code': '7', 'name': '大規模な火事'}]",105,敦賀市,敦賀市御名５３-１9,粟野地区,未開設,136.049701,35.618488,0,1,1,1,0,1,1,1
粟野公民館,あわのこうみんかん,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '4', 'name': '高潮'}, {'code': '5', 'name': '地震'}, {'code': '6', 'name': '津波'}, {'code': '7', 'name': '大規模な火事'}]",105,敦賀市,敦賀市御名５３-１9,粟野地区,未開設,136.049701,35.618488,0,1,1,1,0,1,1,1
和久野第１公園,わくのだい１こうえん,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '4', 'name': '高潮'}, {'code': '5', 'name': '地震'}, {'code': '6', 'name': '津波'}, {'code': '7', 'name': '大規模な火事'}]",,敦賀市,敦賀市新和町１丁目１３,粟野地区,常設,136.055998,35.631455,0,1,1,1,0,1,1,1
和久野中央公園,わくのちゅうおうこうえん,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '4', 'name': '高潮'}, {'code': '5', 'name': '地震'}, {'code': '6', 'name': '津波'}, {'code': '7', 'name': '大規模な火事'}]",,敦賀市,敦賀市新和町２丁目１６,粟野地区,常設,136.05481,35.628299,0,1,1,1,0,1,1,1
和久野第２公園,わくのだい２こうえん,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '4', 'name': '高潮'}, {'code': '5', 'name': '地震'}, {'code': '6', 'name': '津波'}, {'code': '7', 'name': '大規模な火事'}]",,敦賀市,敦賀市新和町２丁目２５,粟野地区,常設,136.053393,35.627027,0,1,1,1,0,1,1,1
松島第６公園,まつしまだい６こうえん,指定緊急避難場所,"[{'code': '3', 'name': '土石流'}, {'code': '4', 'name': '高潮'}, {'code': '5', 'name': '地震'}, {'code': '6', 'name': '津波'}, {'code': '7', 'name': '大規模な火事'}]",,敦賀市,敦賀市新松島６０１,松原地区,常設,136.054872,35.647116,0,1,1,1,0,1,0,1
松原公民館,まつばらこうみんかん,指定避難所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '4', 'name': '高潮'}, {'code': '5', 'name': '地震'}, {'code': '6', 'name': '津波'}, {'code': '7', 'name': '大規模な火事'}]",94,敦賀市,敦賀市新松島町２２-４８,松原地区,未開設,136.051901,35.647365,0,1,1,1,0,1,1,1
松原公民館,まつばらこうみんかん,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '4', 'name': '高潮'}, {'code': '5', 'name': '地震'}, {'code': '6', 'name': '津波'}, {'code': '7', 'name': '大規模な火事'}]",94,敦賀市,敦賀市新松島町２２-４８,松原地区,未開設,136.051901,35.647365,0,1,1,1,0,1,1,1
昭和第１公園,しょうわだい１こうえん,指定緊急避難場所,"[{'code': '3', 'name': '土石流'}, {'code': '4', 'name': '高潮'}, {'code': '5', 'name': '地震'}, {'code': '6', 'name': '津波'}, {'code': '7', 'name': '大規模な火事'}]",,敦賀市,敦賀市昭和町２丁目８-１,西地区,常設,136.061617,35.640947,0,1,1,1,0,1,0,1
昭和第３公園,しょうわだい３こうえん,指定緊急避難場所,"[{'code': '3', 'name': '土石流'}, {'code': '4', 'name': '高潮'}, {'code': '5', 'name': '地震'}, {'code': '6', 'name': '津波'}, {'code': '7', 'name': '大規模な火事'}]",,敦賀市,敦賀市昭和町１丁目１０-１,西地区,常設,136.062627,35.644843,0,1,1,1,0,1,0,1
武道館,ぶどうかん,指定緊急避難場所,"[{'code': '2', 'name': '洪水'}, {'code': '3', 'name': '土石流'}, {'code': '4', 'name': '高潮'}, {'code': '5', 'name': '地震'}, {'code': '6', 'name': '津波'}]",356,敦賀市,敦賀市曙町１１-８０,北地区,未開設,136.074141,35.655194,0,1,1,0,0,1,1,1
